Zm00001d027230	Zm00001eb000010
Zm00001d046242	Zm00001eb384360
Zm00001d046241	chr9_77041261_77042053_-
Zm00001d046255	Zm00001eb384370
Zm00001d046256	Zm00001eb384380
Zm00001d046260	chr9_77263650_77269647_+
Zm00001d044889	chr9_77766546_77767218_-
Zm00001d046238	Zm00001eb384570
Zm00001d046236	Zm00001eb384580
Zm00001d046235	Zm00001eb384590
Zm00001d046261	Zm00001eb384600
Zm00001d046262	Zm00001eb384610
Zm00001d046263	Zm00001eb384620
Zm00001d046264	chr9_79457883_79459109_+
Zm00001d046267	chr9_79500543_79505718_+
Zm00001d046268	chr9_79506485_79509098_+
Zm00001d046270	Zm00001eb384630
Zm00001d046272	Zm00001eb384640
Zm00001d046273	Zm00001eb384640
Zm00001d046274	chr9_79522572_79525722_-
Zm00001d046276	chr9_79656107_79656280_+
Zm00001d046277	Zm00001eb384660
Zm00001d046278	chr9_80007556_80008509_+
Zm00001d046279	chr9_80009091_80009566_-
Zm00001d046281	Zm00001eb384670
Zm00001d046282	chr9_80289941_80290991_-
Zm00001d046283	chr9_80318568_80320114_+
Zm00001d046284	Zm00001eb384680
Zm00001d046286	Zm00001eb384690
Zm00001d046288	Zm00001eb384700
Zm00001d046289	Zm00001eb384710
Zm00001d046291	chr9_80620423_80620993_+
Zm00001d046292	Zm00001eb384720
Zm00001d046294	Zm00001eb384730
Zm00001d046296	chr9_80941072_80941613_-
Zm00001d046297	Zm00001eb384740
Zm00001d046298	chr9_81023844_81024934_+
Zm00001d046299	Zm00001eb384760
Zm00001d046300	Zm00001eb384770
Zm00001d046302	Zm00001eb384780
Zm00001d046303	Zm00001eb384790
Zm00001d046303	Zm00001eb384800
Zm00001d046304	Zm00001eb384810
Zm00001d046305	Zm00001eb384820
Zm00001d046306	chr9_81845212_81846429_-
Zm00001d046311	Zm00001eb384840
Zm00001d046312	chr9_81940614_81940967_+
Zm00001d046313	Zm00001eb384860
Zm00001d046316	Zm00001eb384870
Zm00001d046315	chr9_82001313_82002107_+
Zm00001d046314	chr9_82002748_82003542_+
Zm00001d046317	Zm00001eb384890
Zm00001d046318	Zm00001eb384900
Zm00001d046319	Zm00001eb384930
Zm00001d046322	Zm00001eb384940
Zm00001d046323	Zm00001eb384950
Zm00001d046330	Zm00001eb384970
Zm00001d046331	Zm00001eb384980
Zm00001d046332	Zm00001eb384990
Zm00001d046333	Zm00001eb385010
Zm00001d046334	Zm00001eb385020
Zm00001d046335	Zm00001eb385030
Zm00001d046336	Zm00001eb385040
Zm00001d046337	Zm00001eb385050
Zm00001d046340	Zm00001eb385060
Zm00001d046342	Zm00001eb385070
Zm00001d046343	chr9_83934670_83935539_+
Zm00001d046344	Zm00001eb385100
Zm00001d046345	chr9_84117020_84118636_+
Zm00001d046346	Zm00001eb385110
Zm00001d046348	Zm00001eb385130
Zm00001d046350	Zm00001eb385140
Zm00001d046352	Zm00001eb385150
Zm00001d046354	Zm00001eb385190
Zm00001d046355	chr9_85479014_85479575_+
Zm00001d046356	Zm00001eb385200
Zm00001d046357	Zm00001eb385210
Zm00001d046358	Zm00001eb385220
Zm00001d046362	Zm00001eb385230
Zm00001d046363	Zm00001eb385240
Zm00001d046364	Zm00001eb385250
Zm00001d046366	Zm00001eb385260
Zm00001d046369	Zm00001eb385280
Zm00001d046370	Zm00001eb385300
Zm00001d046371	chr9_86855958_86857175_+
Zm00001d046372	Zm00001eb385310
Zm00001d046373	Zm00001eb385320
Zm00001d046374	Zm00001eb385340
Zm00001d046374	Zm00001eb385350
Zm00001d046375	Zm00001eb385360
Zm00001d046375	Zm00001eb385370
Zm00001d046375	Zm00001eb385380
Zm00001d046377	Zm00001eb385400
Zm00001d046378	Zm00001eb385410
Zm00001d046379	chr9_87570642_87571656_-
Zm00001d046380	chr9_87615964_87616341_+
Zm00001d046381	Zm00001eb385420
Zm00001d046381	Zm00001eb385430
Zm00001d046383	Zm00001eb385450
Zm00001d046385	Zm00001eb385480
Zm00001d046388	Zm00001eb385490
Zm00001d046389	Zm00001eb385510
Zm00001d046390	chr9_88876689_88877857_+
Zm00001d046391	Zm00001eb385520
Zm00001d046392	chr9_88885925_88886586_-
Zm00001d046394	chr9_88926847_88927463_-
Zm00001d046395	Zm00001eb385560
Zm00001d046396	Zm00001eb385570
Zm00001d046397	Zm00001eb385580
Zm00001d046399	Zm00001eb385590
Zm00001d046400	Zm00001eb385600
Zm00001d046401	chr9_89453926_89455628_-
Zm00001d046402	Zm00001eb385610
Zm00001d046403	chr9_89562944_89565821_+
Zm00001d046404	Zm00001eb385630
Zm00001d046405	Zm00001eb385620
Zm00001d046406	chr9_89622411_89623043_+
Zm00001d046407	chr9_89847426_89847869_+
Zm00001d046411	Zm00001eb385680
Zm00001d046413	Zm00001eb385690
Zm00001d046416	Zm00001eb385700
Zm00001d046420	Zm00001eb385720
Zm00001d046422	Zm00001eb385730
Zm00001d046423	Zm00001eb385750
Zm00001d046424	Zm00001eb385750
Zm00001d046426	chr9_91433617_91434620_-
Zm00001d046429	chr9_91458676_91458915_-
Zm00001d046432	Zm00001eb385780
Zm00001d046434	Zm00001eb385790
Zm00001d046436	chr9_91630714_91632389_+
Zm00001d046438	Zm00001eb385810
Zm00001d046439	chr9_91837531_91848965_-
Zm00001d046440	Zm00001eb385840
Zm00001d046441	Zm00001eb385850
Zm00001d046442	Zm00001eb385860
Zm00001d046444	Zm00001eb385870
Zm00001d046445	Zm00001eb385880
Zm00001d046447	chr9_92248468_92250440_-
Zm00001d046449	Zm00001eb385900
Zm00001d046450	Zm00001eb385910
Zm00001d046451	chr9_92504115_92504992_-
Zm00001d046454	Zm00001eb385960
Zm00001d046455	Zm00001eb385970
Zm00001d046456	Zm00001eb385980
Zm00001d046457	Zm00001eb385990
Zm00001d046460	Zm00001eb386000
Zm00001d046465	chr9_93024356_93025441_-
Zm00001d046466	Zm00001eb386010
Zm00001d046467	Zm00001eb386020
Zm00001d046468	Zm00001eb386030
Zm00001d046471	Zm00001eb386040
Zm00001d046472	Zm00001eb386050
Zm00001d046473	Zm00001eb386060
Zm00001d046473	Zm00001eb386070
Zm00001d046474	Zm00001eb386080
Zm00001d046475	Zm00001eb386090
Zm00001d046476	Zm00001eb386100
Zm00001d046477	chr9_93646913_93647889_+
Zm00001d046479	Zm00001eb386120
Zm00001d046480	Zm00001eb386130
Zm00001d046482	Zm00001eb386140
Zm00001d046483	Zm00001eb386150
Zm00001d046485	Zm00001eb386160
Zm00001d046487	Zm00001eb386170
Zm00001d046488	Zm00001eb386180
Zm00001d046489	Zm00001eb386190
Zm00001d046490	Zm00001eb386200
Zm00001d046491	Zm00001eb386210
Zm00001d046492	Zm00001eb386220
Zm00001d046493	Zm00001eb386230
Zm00001d046494	chr9_94338051_94338377_+
Zm00001d046496	Zm00001eb386240
Zm00001d046499	Zm00001eb386260
Zm00001d046500	Zm00001eb386270
Zm00001d046501	Zm00001eb386280
Zm00001d046502	chr9_94882143_94882292_+
Zm00001d046505	chr9_94904355_94904664_+
Zm00001d046506	Zm00001eb386290
Zm00001d046508	Zm00001eb386300
Zm00001d046509	Zm00001eb386310
Zm00001d046510	Zm00001eb386320
Zm00001d046513	Zm00001eb386330
Zm00001d046515	Zm00001eb386340
Zm00001d046517	Zm00001eb386350
Zm00001d046518	Zm00001eb386360
Zm00001d046519	Zm00001eb386370
Zm00001d046520	chr9_95465698_95465931_+
Zm00001d046521	Zm00001eb386380
Zm00001d046524	chr9_95775959_95776745_+
Zm00001d046526	Zm00001eb386430
Zm00001d046527	Zm00001eb386440
Zm00001d046528	Zm00001eb386450
Zm00001d046529	Zm00001eb386460
Zm00001d046530	Zm00001eb386480
Zm00001d046531	Zm00001eb386490
Zm00001d046532	Zm00001eb386500
Zm00001d046533	Zm00001eb386510
Zm00001d046534	Zm00001eb386520
Zm00001d046535	Zm00001eb386530
Zm00001d046537	Zm00001eb386540
Zm00001d046538	Zm00001eb386550
Zm00001d046539	Zm00001eb386560
Zm00001d046540	Zm00001eb386570
Zm00001d046542	Zm00001eb386580
Zm00001d046545	Zm00001eb386590
Zm00001d046549	Zm00001eb386630
Zm00001d046552	Zm00001eb386640
Zm00001d046553	Zm00001eb386650
Zm00001d046553	Zm00001eb386660
Zm00001d046554	Zm00001eb386670
Zm00001d046555	Zm00001eb386680
Zm00001d046558	Zm00001eb386720
Zm00001d046559	chr9_97875546_97879601_-
Zm00001d046560	Zm00001eb386740
Zm00001d046561	Zm00001eb386750
Zm00001d046563	Zm00001eb386760
Zm00001d046564	Zm00001eb386770
Zm00001d046565	Zm00001eb386780
Zm00001d046566	Zm00001eb386790
Zm00001d046566	Zm00001eb386800
Zm00001d046566	Zm00001eb386810
Zm00001d046568	Zm00001eb386830
Zm00001d046569	Zm00001eb386840
Zm00001d046571	Zm00001eb386850
Zm00001d046574	Zm00001eb386870
Zm00001d046576	Zm00001eb386880
Zm00001d046577	Zm00001eb386890
Zm00001d046579	Zm00001eb386900
Zm00001d046580	Zm00001eb386910
Zm00001d046581	Zm00001eb386920
Zm00001d046582	chr9_99036468_99064147_-
Zm00001d046583	Zm00001eb386940
Zm00001d046585	chr9_99248239_99248530_+
Zm00001d046586	Zm00001eb386970
Zm00001d046587	Zm00001eb386980
Zm00001d046590	Zm00001eb386990
Zm00001d046591	Zm00001eb387010
Zm00001d046592	Zm00001eb387020
Zm00001d046593	Zm00001eb387030
Zm00001d046595	Zm00001eb387040
Zm00001d046596	Zm00001eb387070
Zm00001d046597	chr9_99837211_99838171_-
Zm00001d046598	chr9_99838490_99841711_+
Zm00001d046599	Zm00001eb387090
Zm00001d046600	Zm00001eb387100
Zm00001d046601	Zm00001eb387110
Zm00001d046602	Zm00001eb387140
Zm00001d046603	Zm00001eb387160
Zm00001d046604	Zm00001eb387170
Zm00001d046605	chr9_100466109_100471473_-
Zm00001d046609	Zm00001eb387180
Zm00001d046610	Zm00001eb387190
Zm00001d046611	Zm00001eb387210
Zm00001d046611	Zm00001eb387220
Zm00001d046611	Zm00001eb387200
Zm00001d046613	Zm00001eb387250
Zm00001d046614	Zm00001eb387260
Zm00001d046616	Zm00001eb387270
Zm00001d046620	chr9_100936827_100937153_-
Zm00001d046621	Zm00001eb387280
Zm00001d046624	Zm00001eb387290
Zm00001d046625	Zm00001eb387300
Zm00001d046626	Zm00001eb387310
Zm00001d046627	Zm00001eb387330
Zm00001d046628	Zm00001eb387340
Zm00001d046629	Zm00001eb387350
Zm00001d046630	Zm00001eb387360
Zm00001d046632	Zm00001eb387370
Zm00001d046633	Zm00001eb387380
Zm00001d046634	Zm00001eb387390
Zm00001d046635	chr9_101861743_101861904_-
Zm00001d046636	chr9_101864375_101866446_-
Zm00001d046637	chr9_101867546_101867911_+
Zm00001d046638	chr9_101953405_101953739_+
Zm00001d046639	Zm00001eb387400
Zm00001d046641	Zm00001eb387410
Zm00001d046642	Zm00001eb387430
Zm00001d046643	Zm00001eb387440
Zm00001d046644	Zm00001eb387450
Zm00001d046645	chr9_102258140_102259799_-
Zm00001d046647	chr9_102268339_102270103_-
Zm00001d046649	Zm00001eb387470
Zm00001d046651	Zm00001eb387490
Zm00001d046652	Zm00001eb387500
Zm00001d046654	Zm00001eb387510
Zm00001d046655	Zm00001eb387520
Zm00001d046656	Zm00001eb387530
Zm00001d046658	Zm00001eb387540
Zm00001d046659	Zm00001eb387550
Zm00001d046660	Zm00001eb387560
Zm00001d046661	Zm00001eb387570
Zm00001d046662	Zm00001eb387580
Zm00001d046663	Zm00001eb387590
Zm00001d046664	Zm00001eb387600
Zm00001d046665	Zm00001eb387610
Zm00001d046666	chr9_103175977_103178299_+
Zm00001d046667	Zm00001eb387640
Zm00001d046668	Zm00001eb387670
Zm00001d046669	Zm00001eb387680
Zm00001d046670	chr9_103470147_103470562_-
Zm00001d046671	Zm00001eb387690
Zm00001d046672	chr9_103579845_103581967_+
Zm00001d046673	Zm00001eb387700
Zm00001d046675	chr9_103735676_103735876_-
Zm00001d046676	Zm00001eb387730
Zm00001d046677	Zm00001eb387740
Zm00001d046678	chr9_103953043_103956920_+
Zm00001d046679	Zm00001eb387750
Zm00001d046680	Zm00001eb387760
Zm00001d046681	Zm00001eb387770
Zm00001d046682	Zm00001eb387780
Zm00001d046683	Zm00001eb387800
Zm00001d046684	Zm00001eb387810
Zm00001d046687	Zm00001eb387820
Zm00001d046688	Zm00001eb387830
Zm00001d046689	chr9_104325155_104327455_+
Zm00001d046690	Zm00001eb387850
Zm00001d046691	Zm00001eb387870
Zm00001d046693	Zm00001eb387880
Zm00001d046694	chr9_104596737_104596967_+
Zm00001d046695	Zm00001eb387890
Zm00001d046696	Zm00001eb387910
Zm00001d046697	Zm00001eb387920
Zm00001d046700	Zm00001eb387930
Zm00001d046703	chr9_104815715_104816369_+
Zm00001d046704	chr9_104845459_104846094_+
Zm00001d046705	Zm00001eb387960
Zm00001d046706	Zm00001eb387970
Zm00001d046707	chr9_104910400_104915278_+
Zm00001d046708	chr9_104915709_104920515_+
Zm00001d046709	chr9_104923660_104924539_-
Zm00001d046710	Zm00001eb387990
Zm00001d046711	Zm00001eb388000
Zm00001d046713	Zm00001eb388010
Zm00001d046714	Zm00001eb388020
Zm00001d046716	Zm00001eb388030
Zm00001d046717	Zm00001eb388040
Zm00001d046718	Zm00001eb388050
Zm00001d046719	Zm00001eb388060
Zm00001d046722	Zm00001eb388070
Zm00001d046723	Zm00001eb388080
Zm00001d046724	chr9_105511234_105512105_-
Zm00001d046725	Zm00001eb388090
Zm00001d046726	chr9_105611067_105611131_-
Zm00001d046727	chr9_105611819_105612358_+
Zm00001d046726	chr9_105612690_105613302_-
Zm00001d046728	Zm00001eb388100
Zm00001d046729	Zm00001eb388110
Zm00001d046730	chr9_105741146_105741338_+
Zm00001d046735	chr9_105756439_105757214_-
Zm00001d046736	Zm00001eb388130
Zm00001d046737	chr9_105802380_105802561_+
Zm00001d046738	Zm00001eb388150
Zm00001d046739	Zm00001eb388170
Zm00001d046740	Zm00001eb388180
Zm00001d046742	Zm00001eb388190
Zm00001d046743	Zm00001eb388200
Zm00001d046745	Zm00001eb388210
Zm00001d046746	Zm00001eb388220
Zm00001d046747	Zm00001eb388230
Zm00001d046748	Zm00001eb388240
Zm00001d046749	Zm00001eb388260
Zm00001d046750	chr9_106227744_106228982_+
Zm00001d046751	Zm00001eb388270
Zm00001d046753	chr9_106278433_106280138_-
Zm00001d046754	chr9_106284463_106290716_-
Zm00001d046755	Zm00001eb388280
Zm00001d046757	chr9_106338809_106338977_-
Zm00001d046758	Zm00001eb388290
Zm00001d046759	Zm00001eb388300
Zm00001d046760	chr9_106609174_106613309_-
Zm00001d046761	Zm00001eb388310
Zm00001d046763	chr9_106677301_106677609_-
Zm00001d046764	Zm00001eb388320
Zm00001d046765	Zm00001eb388330
Zm00001d046766	Zm00001eb388340
Zm00001d046767	Zm00001eb388350
Zm00001d046769	chr9_107029625_107043168_+
Zm00001d037077	chr9_107044328_107044753_+
Zm00001d046771	chr9_107045522_107046031_+
Zm00001d046772	Zm00001eb388370
Zm00001d046774	Zm00001eb388390
Zm00001d046775	Zm00001eb388400
Zm00001d046777	chr9_107399695_107415844_-
Zm00001d046778	Zm00001eb388430
Zm00001d046779	chr9_107533005_107539155_-
Zm00001d046781	Zm00001eb388440
Zm00001d046782	Zm00001eb388450
Zm00001d046783	Zm00001eb388460
Zm00001d046784	Zm00001eb388490
Zm00001d046788	Zm00001eb388520
Zm00001d046790	Zm00001eb388530
Zm00001d046792	Zm00001eb388550
Zm00001d046793	Zm00001eb388560
Zm00001d046794	Zm00001eb388570
Zm00001d046795	Zm00001eb388570
Zm00001d046797	chr9_108241881_108246041_-
Zm00001d046798	chr9_108262366_108263194_-
Zm00001d046799	chr9_108291528_108292011_+
Zm00001d046800	Zm00001eb388580
Zm00001d046801	Zm00001eb388590
Zm00001d046802	Zm00001eb388600
Zm00001d046803	Zm00001eb388610
Zm00001d046805	Zm00001eb388620
Zm00001d046807	chr9_108456385_108457905_-
Zm00001d046808	Zm00001eb388640
Zm00001d046809	chr9_108472166_108472993_-
Zm00001d046810	Zm00001eb388650
Zm00001d046811	Zm00001eb388660
Zm00001d046813	Zm00001eb388670
Zm00001d046812	Zm00001eb388670
Zm00001d046814	Zm00001eb388700
Zm00001d046815	chr9_108912127_108915741_+
Zm00001d046817	Zm00001eb388710
Zm00001d046818	chr9_108933929_108934363_+
Zm00001d046819	Zm00001eb388720
Zm00001d046823	Zm00001eb388750
Zm00001d046824	Zm00001eb388760
Zm00001d046827	Zm00001eb388770
Zm00001d046831	Zm00001eb388780
Zm00001d046828	Zm00001eb388790
Zm00001d046832	chr9_109675505_109680235_+
Zm00001d046833	chr9_109739353_109743815_+
Zm00001d046834	Zm00001eb388800
Zm00001d046835	Zm00001eb388810
Zm00001d046836	Zm00001eb388820
Zm00001d046837	Zm00001eb388830
Zm00001d046838	Zm00001eb388840
Zm00001d046839	Zm00001eb388850
Zm00001d046839	Zm00001eb388860
Zm00001d046840	chr9_110120925_110122987_+
Zm00001d046841	Zm00001eb388870
Zm00001d046842	Zm00001eb388880
Zm00001d046842	Zm00001eb388890
Zm00001d046843	Zm00001eb388900
Zm00001d046846	Zm00001eb388910
Zm00001d046848	Zm00001eb388920
Zm00001d046849	Zm00001eb388940
Zm00001d046850	Zm00001eb388950
Zm00001d046851	chr9_110250293_110250475_-
Zm00001d046852	Zm00001eb388960
Zm00001d046853	chr9_110296587_110296976_+
Zm00001d046854	Zm00001eb388980
Zm00001d046855	Zm00001eb388990
Zm00001d046856	Zm00001eb389000
Zm00001d046859	Zm00001eb389010
Zm00001d046861	Zm00001eb389020
Zm00001d046861	Zm00001eb389030
Zm00001d046862	chr9_110340625_110340854_-
Zm00001d046864	Zm00001eb389040
Zm00001d046865	Zm00001eb389050
Zm00001d046866	chr9_110482075_110484749_+
Zm00001d046867	Zm00001eb389070
Zm00001d046871	Zm00001eb389080
Zm00001d046871	Zm00001eb389090
Zm00001d046873	chr9_110520138_110522231_+
Zm00001d046874	chr9_110523392_110524678_-
Zm00001d046873	Zm00001eb389100
Zm00001d046875	Zm00001eb389110
Zm00001d046881	Zm00001eb389130
Zm00001d046881	Zm00001eb389140
Zm00001d046882	Zm00001eb389150
Zm00001d046883	Zm00001eb389160
Zm00001d046884	Zm00001eb389170
Zm00001d046887	Zm00001eb389180
Zm00001d046888	Zm00001eb389190
Zm00001d046889	Zm00001eb389210
Zm00001d046890	Zm00001eb389230
Zm00001d046891	Zm00001eb389240
Zm00001d046893	Zm00001eb389260
Zm00001d046894	chr9_111200032_111206380_-
Zm00001d046896	Zm00001eb389270
Zm00001d046897	Zm00001eb389280
Zm00001d046898	Zm00001eb389290
Zm00001d046900	Zm00001eb389310
Zm00001d046902	Zm00001eb389330
Zm00001d046903	Zm00001eb389340
Zm00001d046905	Zm00001eb389350
Zm00001d046906	Zm00001eb389360
Zm00001d046909	Zm00001eb389370
Zm00001d046910	Zm00001eb389380
Zm00001d046912	Zm00001eb389390
Zm00001d046913	Zm00001eb389400
Zm00001d046914	Zm00001eb389410
Zm00001d046915	Zm00001eb389420
Zm00001d046916	Zm00001eb389430
Zm00001d046919	Zm00001eb389440
Zm00001d046921	Zm00001eb389480
Zm00001d046922	Zm00001eb389500
Zm00001d046923	Zm00001eb389520
Zm00001d046925	Zm00001eb389540
Zm00001d046926	Zm00001eb389550
Zm00001d046927	Zm00001eb389560
Zm00001d046928	Zm00001eb389570
Zm00001d046929	Zm00001eb389590
Zm00001d046930	Zm00001eb389600
Zm00001d046933	Zm00001eb389620
Zm00001d046934	Zm00001eb389630
Zm00001d046935	Zm00001eb389640
Zm00001d046936	Zm00001eb389650
Zm00001d046937	Zm00001eb389660
Zm00001d046938	Zm00001eb389670
Zm00001d046939	Zm00001eb389680
Zm00001d046940	Zm00001eb389700
Zm00001d046941	Zm00001eb389710
Zm00001d046942	Zm00001eb389720
Zm00001d046945	Zm00001eb389750
Zm00001d046946	Zm00001eb389760
Zm00001d046947	Zm00001eb389770
Zm00001d046948	Zm00001eb389780
Zm00001d046949	Zm00001eb389800
Zm00001d046950	Zm00001eb389810
Zm00001d046952	Zm00001eb389820
Zm00001d046953	Zm00001eb389830
Zm00001d046954	chr9_114677742_114677981_+
Zm00001d046958	Zm00001eb389840
Zm00001d046959	Zm00001eb389850
Zm00001d046960	Zm00001eb389860
Zm00001d046961	Zm00001eb389870
Zm00001d046962	Zm00001eb389880
Zm00001d046963	chr9_115101070_115101399_+
Zm00001d046964	chr9_115108868_115120671_-
Zm00001d046965	chr9_115146991_115148574_+
Zm00001d046966	Zm00001eb389890
Zm00001d046967	Zm00001eb389900
Zm00001d046968	Zm00001eb389910
Zm00001d046969	chr9_115329462_115329953_+
Zm00001d046970	Zm00001eb389920
Zm00001d046971	Zm00001eb389930
Zm00001d046972	Zm00001eb389940
Zm00001d046973	Zm00001eb389950
Zm00001d046974	Zm00001eb389960
Zm00001d046975	Zm00001eb389970
Zm00001d046977	chr9_115662273_115662971_+
Zm00001d046978	Zm00001eb389980
Zm00001d046979	Zm00001eb389990
Zm00001d046980	Zm00001eb390010
Zm00001d046981	Zm00001eb390020
Zm00001d046986	Zm00001eb390100
Zm00001d046987	Zm00001eb390110
Zm00001d046988	Zm00001eb390150
Zm00001d046990	chr9_116141045_116145521_-
Zm00001d046991	chr9_116145882_116148717_+
Zm00001d046992	Zm00001eb390160
Zm00001d046993	Zm00001eb390170
Zm00001d046995	Zm00001eb390180
Zm00001d046996	Zm00001eb390190
Zm00001d046997	Zm00001eb390200
Zm00001d046998	Zm00001eb390210
Zm00001d046999	Zm00001eb390220
Zm00001d047000	Zm00001eb390240
Zm00001d047001	chr9_116699309_116699713_-
Zm00001d047003	chr9_116757002_116757406_-
Zm00001d047005	chr9_116761553_116761819_-
Zm00001d047006	Zm00001eb390260
Zm00001d047010	Zm00001eb390290
Zm00001d047011	chr9_116885327_116885758_+
Zm00001d047012	Zm00001eb390300
Zm00001d047013	Zm00001eb390310
Zm00001d047015	Zm00001eb390320
Zm00001d047017	Zm00001eb390330
Zm00001d047018	Zm00001eb390340
Zm00001d047019	Zm00001eb390350
Zm00001d047019	Zm00001eb390360
Zm00001d047020	Zm00001eb390370
Zm00001d047022	Zm00001eb390380
Zm00001d047023	Zm00001eb390390
Zm00001d047025	Zm00001eb390410
Zm00001d047028	Zm00001eb390440
Zm00001d047030	Zm00001eb390450
Zm00001d047032	chr9_117959044_117960058_+
Zm00001d047033	chr9_117971451_117971879_+
Zm00001d047034	Zm00001eb390460
Zm00001d047035	Zm00001eb390470
Zm00001d047037	Zm00001eb390480
Zm00001d047039	Zm00001eb390490
Zm00001d047042	Zm00001eb390500
Zm00001d047043	Zm00001eb390520
Zm00001d047044	Zm00001eb390530
Zm00001d047045	Zm00001eb390540
Zm00001d047046	Zm00001eb390550
Zm00001d047047	chr9_118426232_118426480_+
Zm00001d047048	chr9_118426800_118427421_-
Zm00001d047049	chr9_118428517_118430719_-
Zm00001d047050	Zm00001eb390560
Zm00001d047051	Zm00001eb390570
Zm00001d047052	chr9_118461035_118461361_+
Zm00001d047053	Zm00001eb390580
Zm00001d047054	Zm00001eb390590
Zm00001d047055	Zm00001eb390600
Zm00001d047056	chr9_118627417_118629729_-
Zm00001d047057	Zm00001eb390620
Zm00001d047058	Zm00001eb390630
Zm00001d047059	Zm00001eb390640
Zm00001d047060	Zm00001eb390650
Zm00001d047062	Zm00001eb390670
Zm00001d047063	Zm00001eb390680
Zm00001d047064	Zm00001eb390690
Zm00001d047066	Zm00001eb390710
Zm00001d047067	Zm00001eb390720
Zm00001d047068	Zm00001eb390730
Zm00001d047069	Zm00001eb390750
Zm00001d047070	chr9_119014858_119015616_-
Zm00001d047072	Zm00001eb390770
Zm00001d047072	Zm00001eb390780
Zm00001d047073	chr9_119079264_119079591_+
Zm00001d047074	Zm00001eb390790
Zm00001d047076	Zm00001eb390800
Zm00001d047077	Zm00001eb390820
Zm00001d047078	Zm00001eb390830
Zm00001d047079	Zm00001eb391270
Zm00001d047081	Zm00001eb391280
Zm00001d047084	chr9_121181501_121182789_+
Zm00001d047085	Zm00001eb391290
Zm00001d047086	Zm00001eb391310
Zm00001d047087	chr9_121456847_121459115_-
Zm00001d047088	chr9_121465614_121465840_+
Zm00001d047089	Zm00001eb391350
Zm00001d047090	Zm00001eb391360
Zm00001d047091	Zm00001eb391370
Zm00001d047092	Zm00001eb391380
Zm00001d047092	Zm00001eb391390
Zm00001d047093	Zm00001eb391400
Zm00001d047094	Zm00001eb391410
Zm00001d047096	Zm00001eb391450
Zm00001d047097	Zm00001eb391460
Zm00001d047099	Zm00001eb391470
Zm00001d047102	Zm00001eb391490
Zm00001d047103	Zm00001eb391500
Zm00001d047104	Zm00001eb391530
Zm00001d047105	Zm00001eb391540
Zm00001d047106	Zm00001eb391550
Zm00001d047107	Zm00001eb391570
Zm00001d047109	Zm00001eb391580
Zm00001d047110	Zm00001eb391600
Zm00001d047111	Zm00001eb391610
Zm00001d047112	chr9_122422628_122425633_-
Zm00001d047113	Zm00001eb391620
Zm00001d047114	Zm00001eb391630
Zm00001d047115	Zm00001eb391650
Zm00001d047115	Zm00001eb391660
Zm00001d047116	Zm00001eb391670
Zm00001d047117	Zm00001eb391690
Zm00001d047119	Zm00001eb391700
Zm00001d047121	chr9_122686609_122692146_-
Zm00001d047122	chr9_122692066_122692982_+
Zm00001d047121	chr9_122693284_122693557_-
Zm00001d047122	chr9_122693609_122693612_+
Zm00001d047121	chr9_122693937_122696540_-
Zm00001d047123	chr9_122755639_122755995_+
Zm00001d047124	Zm00001eb391720
Zm00001d047125	Zm00001eb391730
Zm00001d047126	Zm00001eb391740
Zm00001d047128	Zm00001eb391750
Zm00001d047130	Zm00001eb391770
Zm00001d047131	chr9_122894157_122896717_-
Zm00001d047132	chr9_122909506_122912101_-
Zm00001d047133	chr9_122914290_122914456_+
Zm00001d047134	chr9_122942827_122943636_-
Zm00001d047135	Zm00001eb391800
Zm00001d047136	chr9_123021362_123022051_-
Zm00001d047138	chr9_123159064_123169497_+
Zm00001d047139	chr9_123179836_123181618_+
Zm00001d047140	Zm00001eb391830
Zm00001d047141	chr9_123188185_123190264_-
Zm00001d047142	Zm00001eb391840
Zm00001d047143	Zm00001eb391860
Zm00001d047146	Zm00001eb391870
Zm00001d047147	Zm00001eb391880
Zm00001d047149	Zm00001eb391890
Zm00001d047150	Zm00001eb391900
Zm00001d047151	Zm00001eb391910
Zm00001d047153	Zm00001eb391920
Zm00001d047155	Zm00001eb391940
Zm00001d047156	Zm00001eb391950
Zm00001d047157	Zm00001eb391960
Zm00001d047158	Zm00001eb391970
Zm00001d047159	chr9_123741878_123742258_+
Zm00001d047160	chr9_123746214_123746976_-
Zm00001d047161	chr9_123780683_123783960_-
Zm00001d047162	Zm00001eb392000
Zm00001d047163	Zm00001eb392010
Zm00001d047165	Zm00001eb392040
Zm00001d047165	Zm00001eb392030
Zm00001d047166	Zm00001eb392050
Zm00001d047168	Zm00001eb392080
Zm00001d047169	chr9_124217098_124217439_+
Zm00001d047170	Zm00001eb392090
Zm00001d047173	Zm00001eb392140
Zm00001d047174	Zm00001eb392150
Zm00001d047175	Zm00001eb392160
Zm00001d047176	Zm00001eb392170
Zm00001d047178	Zm00001eb392190
Zm00001d047180	Zm00001eb392200
Zm00001d047180	Zm00001eb392210
Zm00001d047181	Zm00001eb392220
Zm00001d047182	Zm00001eb392230
Zm00001d047183	Zm00001eb392270
Zm00001d047184	Zm00001eb392280
Zm00001d047186	Zm00001eb392290
Zm00001d047187	Zm00001eb392300
Zm00001d047190	chr9_125079623_125081041_+
Zm00001d047189	chr9_125080588_125080950_-
Zm00001d047191	Zm00001eb392330
Zm00001d047192	chr9_125201594_125202920_+
